"ORPHA:58", "Alexander disease"
"ORPHA:422519", "3-Phosphoglycerate dehydrogenase deficiency"
"ORPHA:423275", "Spinocerebellar ataxia type 40"
"ORPHA:424065", "Solid pseudopapillary carcinoma of pancreas"
"ORPHA:424058", "Intraductal papillary mucinous carcinoma of pancreas"
"ORPHA:424080", "Osteoclastic giant cell tumor of pancreas"
"ORPHA:424073", "Serous cystadenocarcinoma of pancreas"
"ORPHA:424107", "Congenital myopathy with myasthenic-like onset"
"ORPHA:424099", "Colobomatous microphthalmia-rhizomelic dysplasia syndrome"
"ORPHA:424925", "Qualitative or quantitative defects of Torsin-1A-interacting protein 1"
"ORPHA:424261", "TOR1AIP1-related limb-girdle muscular dystrophy"
"ORPHA:424016", "Adenocarcinoma of the anal canal"
"ORPHA:424013", "Carcinoma of the anal canal"
"ORPHA:424027", "Progressive myoclonic epilepsy type 8"
"ORPHA:424019", "Squamous cell carcinoma of the anal canal"
"ORPHA:424039", "Squamous cell carcinoma of pancreas"
"ORPHA:424033", "Rare epithelial tumor of pancreas"
"ORPHA:424053", "Mucinous cystadenocarcinoma of the pancreas"
"ORPHA:424046", "Acinar cell carcinoma of pancreas"
"ORPHA:423968", "Squamous cell carcinoma of the small intestine"
"ORPHA:423975", "Neuroendocrine tumor of the small intestine"
"ORPHA:423982", "Epithelial tumor of the appendix"
"ORPHA:423991", "Rare epithelial tumor of colon"
"ORPHA:423994", "Squamous cell carcinoma of the colon"
"ORPHA:423998", "Rare epithelial tumor of rectum"
"ORPHA:424002", "Squamous cell carcinoma of the rectum"
"ORPHA:424010", "Epithelial tumor of anal canal"
"ORPHA:423776", "Hereditary gastric cancer"
"ORPHA:423781", "OBSOLETE: Carcinoma of stomach, salivary gland type"
"ORPHA:423786", "Undifferentiated carcinoma of stomach"
"ORPHA:423793", "Rare tumor of small intestine"
"ORPHA:423798", "Mesenchymal tumor of small intestine"
"ORPHA:423894", "Microcephaly-complex motor and sensory axonal neuropathy syndrome"
"ORPHA:423957", "Rare carcinoma of small intestine"
"ORPHA:431140", "X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome"
"ORPHA:425368", "Rare epithelial tumor of small intestine"
"ORPHA:425003", "Inherited digestive cancer-predisposing syndrome"
"ORPHA:425120", "STING-associated vasculopathy with onset in infancy"
"ORPHA:424943", "Adenocarcinoma of the liver and intrahepatic biliary tract"
"ORPHA:424970", "Undifferentiated carcinoma of liver and intrahepatic biliary tract"
"ORPHA:424933", "Rare malignant epithelial tumor of liver and intrahepatic biliary tract"
"ORPHA:424936", "Carcinoma of liver and intrahepatic biliary tract"
"ORPHA:424991", "Adenocarcinoma of the gallbladder and extrahepatic biliary tract"
"ORPHA:424996", "Squamous cell carcinoma of gallbladder and extrahepatic biliary tract"
"ORPHA:424975", "Squamous cell carcinoma of liver and intrahepatic biliary tract"
"ORPHA:424982", "Biliary cystadenocarcinoma"
"ORPHA:431361", "Progressive encephalopathy with leukodystrophy due to DECR deficiency"
"ORPHA:431353", "Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis"
"ORPHA:431341", "Patent urachus"
"ORPHA:431344", "Urachal sinus"
"ORPHA:431347", "Urachal diverticulum"
"ORPHA:431272", "X-linked scapuloperoneal muscular dystrophy"
"ORPHA:431320", "Spastic paraplegia-optic atrophy-neuropathy and spastic paraplegia-optic atrophy-neuropathy-related disorder"
"ORPHA:431329", "Autosomal recessive spastic paraplegia type 57"
"ORPHA:431255", "Scapuloperoneal spinal muscular atrophy"
"ORPHA:431263", "Late-onset scapuloperoneal muscular dystrophy with hyaline bodies"
"ORPHA:431149", "Combined immunodeficiency due to OX40 deficiency"
"ORPHA:431156", "Primary immunodeficiency with predisposition to severe viral infection"
"ORPHA:431166", "Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection"
"ORPHA:435438", "Progressive myoclonic epilepsy type 7"
"ORPHA:435387", "Autosomal dominant Charcot-Marie-Tooth disease type 2Y"
"ORPHA:435372", "Anterior urethral valve"
"ORPHA:435365", "Fetal lower urinary tract obstruction"
"ORPHA:435329", "Familial ossifying fibroma"
"ORPHA:434809", "Syndrome with woolly hair"
"ORPHA:434786", "Rare genetic autonomic nervous system disorder"
"ORPHA:434179", "Orofaciodigital syndrome type 14"
"ORPHA:504476", "Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome"
"ORPHA:504523", "Severe combined immunodeficiency due to LAT deficiency"
"ORPHA:504530", "Combined immunodeficiency due to Moesin deficiency"
"ORPHA:26793", "Very long chain acyl-CoA dehydrogenase deficiency"
"ORPHA:29072", "Hereditary pheochromocytoma-paraganglioma"
"ORPHA:28378", "Tyrosinemia type 2"
"ORPHA:28455", "OBSOLETE: Pancreatic beta cell agenesis with neonatal diabetes mellitus"
"ORPHA:29207", "Reactive arthritis"
"ORPHA:29073", "Multiple myeloma"
"ORPHA:29822", "Spontaneous periodic hypothermia"
"ORPHA:30391", "Isolated biliary atresia"
"ORPHA:320", "Apparent mineralocorticoid excess"
"ORPHA:724", "Idiopathic acute eosinophilic pneumonia"
"ORPHA:230", "Dopamine beta-hydroxylase deficiency"
"ORPHA:725", "Continuous spikes and waves during sleep"
"ORPHA:590", "Congenital myasthenic syndrome"
"ORPHA:404", "Familial hyperaldosteronism type II"
"ORPHA:756", "Pseudohypoaldosteronism type 1"
"ORPHA:162", "Cataract-glaucoma syndrome"
"ORPHA:544", "Diffuse large B-cell lymphoma"
"ORPHA:545", "Follicular lymphoma"
"ORPHA:88", "Idiopathic aplastic anemia"
"ORPHA:102", "Multiple system atrophy"
"ORPHA:824", "Primary myelofibrosis"
"ORPHA:748", "Mendelian susceptibility to mycobacterial diseases"
"ORPHA:729", "Polycythemia vera"
"ORPHA:25980", "X-linked myopathy with excessive autophagy"
"ORPHA:26137", "Juvenile temporal arteritis"
"ORPHA:26106", "Hereditary diffuse gastric cancer"
"ORPHA:505395", "Ventilator-induced diaphragmatic dysfunction"
"ORPHA:25968", "Benign occipital epilepsy"
"ORPHA:807", "Sebastian syndrome"
"ORPHA:26790", "Pseudomyxoma peritonei"
"ORPHA:26792", "Short chain acyl-CoA dehydrogenase deficiency"
"ORPHA:26791", "Multiple acyl-CoA dehydrogenase deficiency"
"ORPHA:26348", "Acquired prothrombin deficiency"
"ORPHA:26349", "Protein S acquired deficiency"
"ORPHA:620", "Common mesentery"
"ORPHA:831", "Congenital cervical spinal stenosis"
"ORPHA:49", "Penile agenesis"
"ORPHA:227", "Diphallia"
"ORPHA:674", "Accessory pancreas"
"ORPHA:386", "Hepatic cystic hamartoma"
"ORPHA:266", "Autosomal dominant limb-girdle muscular dystrophy type 1A"
"ORPHA:264", "Autosomal dominant limb-girdle muscular dystrophy type 1B"
"ORPHA:353", "Gamma-sarcoglycan-related  limb-girdle muscular dystrophy R5"
"ORPHA:219", "Delta-sarcoglycan-related  limb-girdle muscular dystrophy R6"
"ORPHA:641", "Multifocal motor neuropathy"
"ORPHA:119", "Beta-sarcoglycan-related  limb-girdle muscular dystrophy R4"
"ORPHA:788", "OBSOLETE: Hereditary resistance to anti-vitamin K"
"ORPHA:603", "Distal myopathy, Welander type"
"ORPHA:505227", "Combined immunodeficiency due to GINS1 deficiency"
"ORPHA:505237", "Early-onset seizures-distal limb anomalies-facial dysmorphism-global developmental delay syndrome"
"ORPHA:588", "Muscle-eye-brain disease"
"ORPHA:899", "Walker-Warburg syndrome"
"ORPHA:505216", "3-methylglutaconic aciduria type 9"
"ORPHA:272", "Congenital muscular dystrophy, Fukuyama type"
"ORPHA:505208", "3-methylglutaconic aciduria type 8"
"ORPHA:265", "Autosomal dominant limb-girdle muscular dystrophy type 1C"
"ORPHA:268", "Dysferlin-related  limb-girdle muscular dystrophy R2"
"ORPHA:278", "OBSOLETE: Corticobasal degeneration"
"ORPHA:263", "Limb-girdle muscular dystrophy"
"ORPHA:600", "Vocal cord and pharyngeal distal myopathy"
"ORPHA:505248", "Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders"
"ORPHA:609", "Tibial muscular dystrophy"
"ORPHA:602", "GNE myopathy"
"ORPHA:505242", "Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome"
"ORPHA:508093", "MEPAN syndrome"
"ORPHA:508533", "Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome"
"ORPHA:508542", "Congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome"
"ORPHA:508410", "Familial intestinal malrotation"
"ORPHA:508512", "Congenital multiple café-au-lait macules-increased sister chromatid exchange syndrome"
"ORPHA:508529", "Generalized basal epidermolysis bullosa simplex with skin atrophy, scarring and hair loss"
"ORPHA:508523", "Hyperphenylalaninemia due to DNAJC12 deficiency"
"ORPHA:508488", "8q24.3 microdeletion syndrome"
"ORPHA:508476", "Cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome"
"ORPHA:508501", "Oral-facial-digital syndrome with short stature and brachymesophalangy"
"ORPHA:508498", "Intellectual disability-cardiac anomalies-short stature-joint laxity syndrome"
"ORPHA:505652", "CDKL5-related epileptic encephalopathy"
"ORPHA:506784", "Stevens-Johnson syndrome/toxic epidermal necrolysis overlap syndrome"
"ORPHA:506334", "Familial steroid-resistant nephrotic syndrome with adrenal insufficiency"
"ORPHA:506307", "Stromme syndrome"
"ORPHA:506358", "Gabriele-de Vries syndrome"
"ORPHA:506353", "Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction"
"ORPHA:506216", "Rare disorder potentially indicated for bowel transplant"
"ORPHA:506219", "Rare disorder potentially indicated for hematopoietic stem cell transplant"
"ORPHA:506222", "Rare disorder potentially indicated for lung transplant"
"ORPHA:506225", "Rare disorder potentially indicated for heart transplant"
"ORPHA:506136", "Neuroendocrine neoplasm of esophagus"
"ORPHA:506207", "Rare disorder potentially indicated for transplant"
"ORPHA:506210", "Rare disorder potentially indicated for liver transplant"
"ORPHA:506213", "Rare disorder potentially indicated for kidney transplant"
"ORPHA:506090", "Serotonin-producing neuroendocrine tumor of pancreas"
"ORPHA:506098", "Neuroendocrine carcinoma of pancreas"
"ORPHA:506112", "Mixed neuroendocrine-nonneuroendocrine neoplasm of pancreas"
"ORPHA:506124", "OBSOLETE: Neuroendocrine tumor of small intestine"
"ORPHA:506052", "Neuroendocrine neoplasm of pancreas"
"ORPHA:506060", "Functioning neuroendocrine tumor of pancreas"
"ORPHA:506075", "Non-functioning neuroendocrine tumor of pancreas"
"ORPHA:495274", "Charcot-Marie-Tooth disease type 2T"
"ORPHA:495844", "C11ORF73-related autosomal recessive hypomyelinating leukodystrophy"
"ORPHA:495818", "9q33.3q34.11 microdeletion syndrome"
"ORPHA:495879", "Congenital agenesis of the scrotum"
"ORPHA:495875", "Congenital labioscrotal agenesis-cerebellar malformation-corneal dystrophy-facial dysmorphism syndrome"
"ORPHA:495930", "Familial monosomy 7 syndrome"
"ORPHA:496641", "Early-onset progressive diffuse brain atrophy-microcephaly-muscle weakness-optic atrophy syndrome"
"ORPHA:496686", "Kyphosis-lateral tongue atrophy-myofibrillar myopathy syndrome"
"ORPHA:496689", "Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome"
"ORPHA:496693", "Omphalocele-diaphragmatic hernia-cardiovascular anomalies-radial ray defect syndrome"
"ORPHA:496751", "EVEN-plus syndrome"
"ORPHA:496756", "Early-onset progressive encephalopathy-spastic ataxia-distal spinal muscular atrophy syndrome"
"ORPHA:496790", "Ocular anomalies-axonal neuropathy-developmental delay syndrome"
"ORPHA:494433", "MIRAGE syndrome"
"ORPHA:494439", "Retinitis pigmentosa-hearing loss-premature aging-short stature-facial dysmorphism syndrome"
"ORPHA:494424", "Extracranial carotid artery aneurysm"
"ORPHA:494428", "Idiopathic pleuroparenchymal fibroelastosis"
"ORPHA:494451", "Vulvar basal cell carcinoma"
"ORPHA:494454", "Vulvar adenocarcinoma"
"ORPHA:494444", "DIAPH1-related sensorineural hearing loss-thrombocytopenia syndrome"
"ORPHA:494448", "Vulvar squamous cell carcinoma"
"ORPHA:494344", "RERE-related neurodevelopmental syndrome"
"ORPHA:494418", "Vulvar carcinoma"
"ORPHA:494421", "Sacrococcygeal teratoma"
"ORPHA:494348", "Early-onset familial noncirrhotic portal hypertension"
"ORPHA:494547", "Squamous cell carcinoma of the hypopharynx"
"ORPHA:494541", "Childhood-onset benign chorea with striatal involvement"
"ORPHA:494526", "Infantile-onset generalized dyskinesia with orofacial involvement"
"ORPHA:494457", "Rare hyperkinetic movement disorder"
"ORPHA:494550", "Squamous cell carcinoma of the larynx"
"ORPHA:500180", "Childhood-onset motor and cognitive regression syndrome with extrapyramidal movement disorder"
"ORPHA:500188", "X-linked external auditory canal atresia-dilated internal auditory canal-facial dysmorphism syndrome"
"ORPHA:68", "Amoebiasis due to free-living amoebae"
"ORPHA:781", "Q fever"
"ORPHA:500150", "Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome"
"ORPHA:500159", "Microcephaly-corpus callosum and cerebellar vermis hypoplasia-facial dysmorphism-intellectual disability syndrom"
"ORPHA:500163", "SIN3A-related intellectual disability syndrome"
"ORPHA:302", "Epidermodysplasia verruciformis"
"ORPHA:297", "Tick-borne encephalitis"
"ORPHA:500166", "SIN3A-related intellectual disability syndrome due to a point mutation"
"ORPHA:182", "Chromomycosis"
"ORPHA:128", "Diphyllobothriasis"
"ORPHA:283", "Demodicidosis"
"ORPHA:210", "Cyclosporosis"
"ORPHA:76", "Strongyloidiasis"
"ORPHA:74", "Angiostrongyliasis"
"ORPHA:108", "Babesiosis"
"ORPHA:78", "Ankylostomiasis"
"ORPHA:500135", "Multinucleated neurons-anhydramnios-renal dysplasia-cerebellar hypoplasia-hydranencephaly syndrome"
"ORPHA:500144", "Early-onset progressive encephalopathy-hearing loss-pons hypoplasia-brain atrophy syndrome"
"ORPHA:500055", "16p13.2 microdeletion syndrome"
"ORPHA:500095", "Tall stature-intellectual disability-renal anomalies syndrome"
"ORPHA:500062", "Infantile-onset periodic fever-panniculitis-dermatosis syndrome"
"ORPHA:129", "Pseudopelade of Brocq"
"ORPHA:123", "Björnstad syndrome"
"ORPHA:898", "Wagner disease"
"ORPHA:500478", "Squamous cell carcinoma of the oropharynx"
"ORPHA:518", "Acute megakaryoblastic leukemia"
"ORPHA:500481", "Squamous cell carcinoma of salivary glands"
"ORPHA:318", "Acute erythroid leukemia"
"ORPHA:514", "Acute monoblastic leukemia"
"ORPHA:517", "Acute myelomonocytic leukemia"
"ORPHA:505", "Graham Little-Piccardi-Lassueur syndrome"
"ORPHA:346", "Quinquaud folliculitis decalvans"
"ORPHA:222", "Erosive pustular dermatosis of the scalp"
"ORPHA:202", "Crandall syndrome"
"ORPHA:170", "Woolly hair"
"ORPHA:500548", "Osteosclerotic metaphyseal dysplasia"
"ORPHA:169", "Ringed hair disease"
"ORPHA:500533", "Polyhydramnios-megalencephaly-symptomatic epilepsy syndrome"
"ORPHA:168", "Loose anagen syndrome"
"ORPHA:500545", "Severe neurodevelopmental disorder with feeding difficulties-stereotypic hand movement-bilateral cataract"
"ORPHA:345", "Dissecting cellulitis of the scalp"
"ORPHA:591", "Furuncular myiasis"
"ORPHA:723", "Pneumocystosis"
"ORPHA:472", "Isosporiasis"
"ORPHA:504", "Creeping myiasis"
"ORPHA:401", "Hymenolepiasis"
"ORPHA:430", "OBSOLETE: Hypodermyiasis"
"ORPHA:390", "Histoplasmosis"
"ORPHA:400", "Cystic echinococcosis"
"ORPHA:500464", "Squamous cell carcinoma of the nasal cavity and paranasal sinuses"
"ORPHA:520", "Acute promyelocytic leukemia"
"ORPHA:450", "Heterotaxia"
"ORPHA:529", "Roch-Leri mesosomatous lipomatosis"
"ORPHA:224", "Neonatal diabetes mellitus"
"ORPHA:826", "Sporotrichosis"
"ORPHA:879", "Tungiasis"
"ORPHA:502305", "Cochleovestibular dysplasia"
"ORPHA:502318", "Cochlear nerve deficiency"
"ORPHA:502363", "Squamous cell carcinoma of the oral cavity"
"ORPHA:502366", "Squamous cell carcinoma of the lip"
"ORPHA:502369", "Squamous cell carcinoma of oral cavity and lip"
"ORPHA:502423", "Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome"
"ORPHA:502430", "Metopic ridging-ptosis-facial dysmorphism syndrome"
"ORPHA:502434", "STAG1-related intellectual disability-facial dysmorphism-gastroesophageal reflux syndrome"
"ORPHA:502437", "4q25 proximal deletion syndrome"
"ORPHA:502499", "Erythema multiforme major"
"ORPHA:502444", "Alkaline ceramidase 3 deficiency"
"ORPHA:432", "Normosmic congenital hypogonadotropic hypogonadism"
"ORPHA:91", "Aromatase deficiency"
"ORPHA:785", "Estrogen resistance syndrome"
"ORPHA:873", "Desmoid tumor"
"ORPHA:553", "Cushing syndrome"
"ORPHA:679", "Malignant atrophic papulosis"
"ORPHA:901", "Wells syndrome"
"ORPHA:703", "Bullous pemphigoid"
"ORPHA:841", "Sebocystomatosis"
"ORPHA:817", "Peeling skin syndrome"
"ORPHA:867", "Familial multiple trichoepithelioma"
"ORPHA:735", "Porokeratosis of Mibelli"
"ORPHA:497906", "Childhood-onset basal ganglia degeneration syndrome"
"ORPHA:659", "Mutilating palmoplantar keratoderma with periorificial keratotic plaques"
"ORPHA:737", "Porokeratosis plantaris palmaris et disseminata"
"ORPHA:736", "Palmoplantar porokeratosis of Mantoux"
"ORPHA:497623", "C12ORF65-related combined oxidative phosphorylation defect"
"ORPHA:523", "Hereditary leiomyomatosis and renal cell cancer"
"ORPHA:497737", "Epidermolytic nevus"
"ORPHA:314", "Erythroderma desquamativum"
"ORPHA:497757", "MME-related autosomal dominant Charcot Marie Tooth disease type 2"
"ORPHA:623", "NAME syndrome"
"ORPHA:497764", "Spinocerebellar ataxia type 43"
"ORPHA:530", "Lipoid proteinosis"
